ref,date,size,price,direction,parent,pnl $,pair,pnl %,exit_price,exit_date,duration,order_close
3792,2022-01-14 06:00:00,2104.267507111109,0.1899,long,3792,-8.177793770210858,DOGEUSDT,-2.046492890995267,0.18639,2022-01-14 11:00:00,0 days 05:00:00,TRAILING STOP
3794,2022-01-14 12:00:00,2111.2279828710166,0.1885,long,3794,-8.852758953215128,DOGEUSDT,-2.2244986737400625,0.18467999999999998,2022-01-14 23:00:00,0 days 11:00:00,TRAILING STOP
3796,2022-01-21 05:00:00,-2616.8936047790703,0.1514,short,3796,48.41510932861357,DOGEUSDT,12.219937252311771,0.13261499999999998,2022-01-22 12:00:00,1 days 07:00:00,TRAILING STOP
3798,2022-01-25 14:00:00,2890.819375219065,0.1404,long,3798,7.722086801957089,DOGEUSDT,1.902596153846163,0.143355,2022-01-26 21:00:00,1 days 07:00:00,TRAILING STOP
3800,2022-02-07 22:00:00,2420.760040205955,0.1683,long,3800,-21.165152872128118,DOGEUSDT,-5.195000000000003,0.159885,2022-02-08 08:00:00,0 days 10:00:00,TRAILING STOP
3802,2022-02-13 14:00:00,2571.333628788325,0.1568,long,3802,-20.945466620038818,DOGEUSDT,-5.195000000000008,0.14895999999999998,2022-02-13 23:00:00,0 days 09:00:00,TRAILING STOP
3804,2022-03-19 10:00:00,3292.080895861528,0.12110000000000001,long,3804,-9.775735457833964,DOGEUSDT,-2.4520809248554993,0.11837,2022-03-20 17:00:00,1 days 07:00:00,TRAILING STOP
3806,2022-03-23 18:00:00,3101.929770943344,0.128,long,3806,15.288822474323263,DOGEUSDT,3.8506328125000002,0.13319,2022-03-24 13:00:00,0 days 19:00:00,TRAILING STOP
3808,2022-03-27 09:00:00,2821.591822749137,0.1418,long,3808,6.796382331414969,DOGEUSDT,1.698663610719325,0.144495,2022-03-28 23:00:00,1 days 14:00:00,TRAILING STOP
3810,2022-04-04 13:00:00,2660.4349835226167,0.1509,long,3810,-20.85582824675458,DOGEUSDT,-5.194999999999997,0.143355,2022-04-04 15:00:00,0 days 02:00:00,TRAILING STOP
3812,2022-04-04 23:00:00,2657.475855269985,0.1494,long,3812,36.3734035262513,DOGEUSDT,9.16144578313252,0.1634,2022-04-05 19:00:00,0 days 20:00:00,TRAILING STOP
3814,2022-04-05 20:00:00,2425.419985940174,0.1668,long,3814,-7.436010245194507,DOGEUSDT,-1.838048561151088,0.164065,2022-04-06 00:00:00,0 days 04:00:00,TRAILING STOP
3816,2022-04-10 16:00:00,2622.4745434099855,0.1537,long,3816,-13.722019374156494,DOGEUSDT,-3.404339622641521,0.14876999999999999,2022-04-10 23:00:00,0 days 07:00:00,TRAILING STOP
3818,2022-04-25 15:00:00,2880.0911878381007,0.139,long,3818,42.343115044051636,DOGEUSDT,10.576982014388472,0.153995,2022-04-25 22:00:00,0 days 07:00:00,TRAILING STOP
3820,2022-04-25 23:00:00,2647.622007483552,0.1544,long,3820,3.8904687302364174,DOGEUSDT,0.9516968911916943,0.15617999999999999,2022-04-26 12:00:00,0 days 13:00:00,TRAILING STOP
3822,2022-04-29 07:00:00,2900.6384871464456,0.1412,long,3822,-21.277169520304838,DOGEUSDT,-5.195000000000007,0.13413999999999998,2022-04-29 18:00:00,0 days 11:00:00,TRAILING STOP
3824,2022-05-27 21:00:00,5003.937921774549,0.0811,long,-1,2.18772165939978,DOGEUSDT,0.5390875462391977,0.0817,2022-05-29 20:00:00,1 days 23:00:00,SIGNAL
3827,2022-06-13 00:00:00,-6386.842104334861,0.06352,short,3827,46.214011094598725,DOGEUSDT,11.39139719773298,0.056164500000000006,2022-06-13 10:00:00,0 days 10:00:00,TRAILING STOP
3829,2022-06-19 17:00:00,7208.435774512127,0.05756,long,3829,12.035157514292887,DOGEUSDT,2.9006141417651086,0.059346499999999996,2022-06-20 00:00:00,0 days 07:00:00,TRAILING STOP
3831,2022-06-21 11:00:00,6345.306695266733,0.06578,long,3831,-3.7380328647950236,DOGEUSDT,-0.8955640012161752,0.065322,2022-06-21 19:00:00,0 days 08:00:00,TRAILING STOP
3833,2022-10-26 22:00:00,5776.340145589907,0.07213,long,3833,22.4855535083977,DOGEUSDT,5.3967821988077125,0.076171,2022-10-27 09:00:00,0 days 11:00:00,TRAILING STOP
3835,2022-10-28 13:00:00,5043.593207005939,0.0835,long,3835,-3.928391704021918,DOGEUSDT,-0.9327994011976237,0.08288749999999999,2022-10-28 19:00:00,0 days 06:00:00,TRAILING STOP
3837,2022-10-28 20:00:00,4959.9426470517865,0.08478,long,3837,85.5268181538927,DOGEUSDT,20.339124203821676,0.10221050000000001,2022-10-29 10:00:00,0 days 14:00:00,TRAILING STOP
3839,2022-10-29 11:00:00,4239.203553571683,0.10319,long,3839,112.69626962722455,DOGEUSDT,25.76247940691927,0.1300075,2022-10-29 18:00:00,0 days 07:00:00,TRAILING STOP
3841,2022-10-29 19:00:00,3481.9087954679685,0.13214,long,3841,-24.034345518405082,DOGEUSDT,-5.223728621159386,0.125495,2022-10-29 20:00:00,0 days 01:00:00,TRAILING STOP
